parlhand.person.phid,parlhand.chamber.title,parlhand.electorate.label,_state,start_reason,start_date,end_date,_end_event,end_reason
"L1T",Member,Adelaide,SA,1922-HOR,1922-12-16,1931-12-19,1931-HOR,Defeated
"L1V",Member,Holt,VIC,1975-HOR,1975-12-13,1980-10-18,1980-HOR,Defeated
"KBY",Senator,South Australia,SA,1967-SEN,1968-07-01,1983-03-05,1983-SEN,Defeated
"EV4",Member,Port Adelaide,SA,1974-HOR,1974-05-18,1988-02-08,1988-BY2-PORTADELAIDE,Resigned
"84H",Member,McMillan,VIC,1998-HOR,1998-10-03,2004-10-09,2004-HOR,Defeated
"FE4",Senator,Victoria,VIC,1983-SEN,1983-03-05,1995-03-06,1995-CASUAL1-VIC,Died
"ZK6",Member,Lowe,NSW,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Defeated
"HWB",Member,Makin,SA,2007-HOR,2007-11-24,,,
"KC7",Senator,Victoria,VIC,1901-SEN1,1901-03-29,1906-12-31,1906-SEN,Retired
"JLJ",Member,Gwydir,NSW,1925-HOR,1925-11-14,1929-10-12,1929-HOR,Defeated
"JLM",Member,New England,NSW,1913-HOR,1913-05-31,1919-11-03,1919-HOR,Retired
"JLR",Member,Maranoa,QLD,1943-HOR,1943-08-21,1949-12-10,1949-HOR,Moved at Redistribution (to Fisher)
"ID4",Member,Fisher,QLD,1972-HOR,1972-12-02,1984-12-01,1984-HOR,Moved at Redistribution (to Fairfax)
"KD4",Member,Bruce,VIC,1983-BY2-BRUCE,1983-05-28,1990-03-24,1990-HOR,Moved at Redistribution (to Deakin)
"JLU",Member,Hume,NSW,1949-HOR,1949-12-10,1951-04-28,1951-HOR,Defeated
"JM9",Member,Mitchell,NSW,1961-HOR,1961-12-09,1963-11-30,1963-HOR,Defeated
"JMF",Member,Phillip,NSW,1955-HOR,1955-12-10,1961-12-09,1961-HOR,Defeated
"JNM",Senator,South Australia,SA,1931-SEN,1932-07-01,1937-09-30,1937-CASUAL2-SA,Resigned
"JT4",Member,McEwen,VIC,1990-HOR,1990-03-24,1993-03-13,1993-HOR,Defeated
"JNP",Member,Oxley,QLD,1931-HOR,1931-12-19,1934-09-15,1934-HOR,Moved at Redistribution (to Griffith)
"LL6",Member,Paterson,NSW,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Defeated
"K1I",Senator,Victoria,VIC,1910-SEN,1910-07-01,1920-06-30,1919-SEN,Defeated
"K1L",Senator,Victoria,VIC,1922-SEN,1923-07-01,1935-06-30,1934-SEN,Defeated
"JOC",Member,South Australia (HoR),SA,1901-HOR2,1901-03-30,1903-12-16,1903-HOR,Abolished at Redistribution (to Boothby)
"LE4",Member,Macarthur,NSW,1975-HOR,1975-12-13,1983-03-05,1983-HOR,Defeated
"OE4",Member,Deakin,VIC,1984-HOR,1984-12-01,1990-03-24,1990-HOR,Moved at Redistribution (to Bruce)
"PE4",Member,Swan,WA,1980-HOR,1980-10-18,1996-03-02,1996-HOR,Moved to Brand
"QE4",Member,Fadden,QLD,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Moved at Redistribution (to Rankin)
"JOS",Member,Darwin,TAS,1919-HOR,1919-12-13,1922-12-16,1922-HOR,Defeated
"JPC",Senator,Victoria,VIC,1901-SEN1,1901-03-29,1910-06-30,1910-SEN,Defeated
"SE4",Senator,New South Wales,NSW,1987-SEN,1987-07-11,1994-02-24,1994-CASUAL3-NSW,Resigned
"JR7",Member,South Australia (HoR),SA,1901-HOR2,1901-03-30,1903-12-16,1903-HOR,Abolished at Redistribution (to Barker)
"JRH",Member,Nepean,NSW,1919-HOR,1919-12-13,1922-12-16,1922-HOR,Abolished at Redistribution (to Parramatta)
"DZS",Member,Prospect,NSW,2004-HOR,2004-10-09,2010-08-21,2010-HOR,Abolished at Redistribution (to McMahon)
"JRR",Member,Tasmania (HoR),TAS,1901-HOR1,1901-03-29,1903-12-16,1903-HOR,Abolished at Redistribution (to Wilmot)
"JSC",Member,Batman,VIC,1911-BY1-BATMAN,1911-02-08,1931-12-19,1931-HOR,Defeated
"MT4",Member,McMillan,VIC,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Defeated
"2K6",Member,Longman,QLD,1996-HOR,1996-03-02,2007-11-24,2007-HOR,Defeated
"5A5",Member,Hunter,NSW,1980-HOR,1980-10-18,1984-12-01,1984-HOR,Moved at Redistribution (to Charlton)
"PD4",Member,Diamond Valley,VIC,1975-HOR,1975-12-13,1983-03-05,1983-HOR,Defeated
"JSM",Member,Canobolas,NSW,1901-HOR1,1901-03-29,1906-12-12,1906-HOR,Abolished at Redistribution (to Calare)
"K3A",Senator,Victoria,VIC,1969-CASUAL2-VIC,1969-11-19,1970-11-20,1970-SEN,expired re-elected
"F4B",Member,Flinders,VIC,1918-BY1-FLINDERS,1918-05-11,1929-10-12,1929-HOR,Defeated
"JSW",Member,Bourke,VIC,1943-HOR,1943-08-21,1946-09-28,1946-HOR,Defeated
"3F4",Member,Wilmot,TAS,1975-HOR,1975-12-13,1984-12-01,1984-HOR,Abolished at Redistribution (to Lyons)
"K3O",Senator,South Australia,SA,1961-SEN,1961-12-09,1965-06-30,1964-SEN,Defeated
"K3R",Senator,Queensland,QLD,1951-SEN,1951-04-28,1959-06-30,1958-SEN,Defeated
"1V4",Member,Yarra,VIC,1955-HOR,1955-12-10,1969-10-25,1969-HOR,Abolished at Redistribution (to Lalor)
"JTS",Member,Lilley,QLD,1963-HOR,1963-11-30,1972-12-02,1972-HOR,Defeated
"K3S",Senator,Tasmania,TAS,1901-SEN1,1901-03-29,1903-12-31,1903-SEN,Defeated
"JUJ",Member,Tasmania (HoR),TAS,1901-HOR1,1901-03-29,1903-12-16,1903-HOR,Abolished at Redistribution (to Denison - Defeated)
"JUB",Member,Brisbane,QLD,1919-HOR,1919-12-13,1931-12-19,1931-HOR,Defeated
"9F4",Member,Fadden,QLD,1977-HOR,1977-12-10,1983-03-05,1983-HOR,Defeated
"JWE",Member,Corio,VIC,1931-HOR,1931-12-19,1940-01-30,1940-BY1-CORIO,Resigned
"EF4",Senator,Western Australia,WA,1974-SEN,1974-05-18,1990-02-27,1990-CASUAL1-WA,Resigned
"JWY",Member,Riverina i,NSW,1904-BY3-RIVERINA,1904-05-18,1913-05-31,1913-HOR,Defeated
"FF4",Member,Kingston,SA,1975-HOR,1975-12-13,1983-03-05,1983-HOR,Defeated
"A48",Member,Macquarie,NSW,1928-HOR,1928-11-17,1931-12-19,1931-HOR,Defeated
"HF4",Member,Henty,VIC,1974-HOR,1974-05-18,1975-12-13,1975-HOR,Defeated
"3V4",Member,Hotham,VIC,1969-HOR,1969-10-25,1977-11-10,1977-HOR,Retired
"JF4",Member,Dunkley,VIC,1984-HOR,1984-12-01,1990-03-24,1990-HOR,Defeated
"BO5",Member,Wills,VIC,1992-BY1-WILLS,1992-04-11,1992-11-25,1993-HOR-NOBY,Voided
"KF4",Member,McEwen,VIC,1984-HOR,1984-12-01,1990-03-24,1990-HOR,Defeated
"LF4",Member,Denison,TAS,1972-HOR,1972-12-02,1975-12-13,1975-HOR,Defeated
"00AN1",Member,Parkes,NSW,2001-HOR,2001-11-10,2007-11-24,2007-HOR,Moved at Redistribution (to Calare)
"GB6",Senator,Victoria,VIC,1995-CASUAL1-VIC,1995-05-03,2005-06-30,2004-SEN,Defeated
"K4E",Member,Werriwa,NSW,1901-HOR1,1901-03-29,1906-12-12,1906-HOR,Defeated
"JQN",Senator,Western Australia,WA,1946-SEN,1947-07-01,1951-04-28,1951-SEN,Defeated
"JQP",Senator,Queensland,QLD,1928-SEN,1928-11-17,1932-06-30,1931-SEN,Defeated
"K5L",Member,Watson i,NSW,1955-HOR,1955-12-10,1969-10-25,1969-HOR,Abolished at Redistribution (to Sydney)
"JQQ",Senator,Victoria,VIC,1951-SEN,1951-04-28,1953-06-30,1953-SEN,Defeated
"K6X",Member,Griffith,QLD,1954-HOR,1954-05-29,1958-11-22,1958-HOR,Defeated
"YF4",Member,Brisbane,QLD,1961-HOR,1961-12-09,1975-12-13,1975-HOR,Defeated
"K7U",Member,Corio,VIC,1901-HOR1,1901-03-29,1910-04-13,1910-HOR,Defeated
"0G4",Member,McMillan,VIC,1980-HOR,1980-10-18,1990-03-24,1990-HOR,Defeated
"K88",Member,Gwydir,NSW,1919-HOR,1919-12-13,1925-11-14,1925-HOR,Defeated
"K8B",Member,Watson i,NSW,1949-HOR,1949-12-10,1955-12-10,1955-HOR,Moved at Redistribution (to Kingsford-Smith)
"009FQ",Member,Fremantle,WA,1928-HOR,1928-11-17,1931-12-19,1931-HOR,Defeated
"6V4",Member,Martin,NSW,1943-HOR,1943-08-21,1949-12-10,1949-HOR,Moved at Redistribution (to Grayndler)
"KCA",Member,Capricornia,QLD,1946-HOR,1946-09-28,1949-12-10,1949-HOR,Moved at Redistribution (to Dawson)
"JTT",Senator,South Australia,SA,1962-CASUAL1-SA,1962-02-08,1962-06-30,1961-SEN,Expired Retired
"9E4",Member,Tangney,WA,1974-HOR,1974-05-18,1975-12-13,1975-HOR,Defeated
"JUD",Member,Lang,NSW,1931-HOR,1931-12-19,1934-08-07,1934-HOR,Retired
"3G4",Member,Cook ii,NSW,1969-HOR,1969-10-25,1972-12-02,1972-HOR,Defeated
"JXR",Senator,Western Australia,WA,1958-CASUAL2-WA,1958-08-12,1958-11-21,1958-SEN,expired re-elected
"JY7",Senator,South Australia,SA,1931-SEN,1931-12-19,1938-06-30,1937-SEN,Retired
"KDD",Member,South Sydney,NSW,1901-HOR1,1901-03-29,1906-11-05,1906-HOR,Retired
"5K6",Member,Namadgi,ACT,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Abolished at Redistribution (to Canberra)
"8H7",Member,Australian Capital Territory (HoR),ACT,1970-BY1-ACT,1970-05-30,1974-05-18,1974-HOR,Abolished at Redistribution (to Canberra)
"7K6",Member,Leichhardt,QLD,1996-HOR,1996-03-02,2007-10-17,2007-HOR,Retired
"VD4",Senator,Victoria,VIC,1977-SEN,1978-07-01,1996-02-06,1996-CASUAL1-VIC,Resigned
"DTN",Member,Barton,NSW,1940-HOR,1940-09-21,1958-11-22,1958-HOR,Moved to Hunter
"KDP",Member,Capricornia,QLD,1967-BY2-CAPRICORNIA,1967-09-30,1975-12-13,1975-HOR,Defeated
"F4T",Member,Darling Downs,QLD,1936-BY2-DARLINGDOWNS,1936-12-19,1949-12-10,1949-HOR,Moved at Redistribution (to McPherson)
"JYR",Member,Fawkner,VIC,1906-HOR,1906-12-12,1913-05-31,1913-HOR,Defeated
"KES",Member,Riverina i,NSW,1913-HOR,1913-05-31,1914-09-05,1914-HOR,Defeated
"WD4",Member,Canning,WA,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Moved at Redistribution (to Brand)
"DYU",Member,Wakefield,SA,2004-HOR,2004-10-09,2007-11-24,2007-HOR,Defeated
"I0O",Senator,Victoria,VIC,2007-SEN,2008-07-01,2013-08-12,2013-CASUAL4-VIC,Resigned
"8T4",Member,Reid,NSW,1990-HOR,1990-03-24,2010-08-21,2010-HOR,Moved at Redistribution (to Werriwa)
"5L6",Senator,South Australia,SA,1996-SEN,1996-07-01,1996-07-12,1996-CASUAL3-SA,Resigned
"CG4",Member,Farrer,NSW,1975-HOR,1975-12-13,1984-12-01,1984-HOR,Moved at Redistribution (to Hume)
"JYX",Senator,Victoria,VIC,1903-SEN,1904-01-01,1917-06-30,1917-SEN,Defeated
"JZB",Member,Phillip,NSW,1949-HOR,1949-12-10,1955-12-10,1955-HOR,Defeated
"KFB",Member,Darling,NSW,1969-HOR,1969-10-25,1977-12-10,1977-HOR,Abolished at Redistribution (to Riverina)
"JWU",Member,Eden-Monaro,NSW,1943-HOR,1943-08-21,1966-11-26,1966-HOR,Defeated
"HG4",Member,Macquarie,NSW,1980-HOR,1980-10-18,1984-12-01,1984-HOR,Moved at Redistribution (to Lindsay)
"JXL",Member,Franklin,TAS,1929-BY2-FRANKLIN,1929-12-14,1931-12-19,1931-HOR,Defeated
"JYV",Member,Hume,NSW,1951-HOR,1951-04-28,1955-12-10,1955-HOR,Defeated
"JZT",Member,Tasmania (HoR),TAS,1901-HOR1,1901-03-29,1903-12-16,1903-HOR,Abolished at Redistribution (to Denison)
"K0A",Member,Angas i,SA,1919-HOR,1919-12-13,1925-11-14,1925-HOR,Defeated
"CU4",Member,Hawker,SA,1990-HOR,1990-03-24,1993-03-13,1993-HOR,Abolished at Redistribution (to Hindmarsh)
"9K6",Member,Petrie,QLD,1996-HOR,1996-03-02,2007-11-24,2007-HOR,Defeated
"KKZ",Senator,New South Wales,NSW,1910-SEN,1910-07-01,1926-06-30,1925-SEN,Defeated
"QG4",Member,Tangney,WA,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Moved at Redistribution (to Canning)
"KAY",Member,Corangamite,VIC,1931-HOR,1931-12-19,1934-08-07,1934-HOR,Retired
"KB8",Member,Angas ii,SA,1964-BY2-ANGAS,1964-06-20,1977-12-10,1977-HOR,Abolished at Redistribution (to Wakefield)
"KCO",Member,South Australia (HoR),SA,1901-HOR2,1901-03-30,1903-12-16,1903-HOR,Abolished at Redistribution (to Angas)
"YG4",Member,Chifley,NSW,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Moved at Redistribution (to Greenway)
"KH5",Senator,Victoria,VIC,1949-SEN,1949-12-10,1968-02-01,1968-CASUAL1-VIC,Resigned
"KCQ",Member,St George,NSW,1955-HOR,1955-12-10,1958-11-22,1958-HOR,Defeated
"KMK",Senator,Tasmania,TAS,1925-CASUAL2-TAS,1925-07-29,1925-11-13,1925-SEN,Expired Defeated
"KMP",Senator,New South Wales,NSW,1914-SEN,1914-09-05,1920-06-30,1919-SEN,Defeated
"KFE",Member,Dampier,WA,1913-HOR,1913-05-31,1922-12-16,1922-HOR,Abolished at Redistribution (to Swan)
"VU5",Member,Corinella ii,VIC,1993-HOR,1993-03-13,1996-03-02,1996-HOR,Abolished at Redistribution (to Bruce)
"KFK",Member,Darling Downs,QLD,1901-BY1-DARLINGDOWNS,1901-09-14,1929-10-12,1929-HOR,Defeated
"KFW",Member,Wilmot,TAS,1940-HOR,1940-09-21,1946-09-28,1946-HOR,Defeated
"84T",Member,Kalgoorlie,WA,1998-HOR,1998-10-03,2010-08-21,2010-HOR,Abolished at Redistribution (to Durack)
"1H4",Senator,South Australia,SA,1977-CASUAL1-SA,1977-12-14,1978-06-30,1977-SEN,Expired Retired
"2H4",Senator,South Australia,SA,1974-SEN,1974-05-18,1977-11-16,1977-CASUAL1-SA,Resigned
"4H4",Member,Isaacs,VIC,1975-HOR,1975-12-13,1977-11-10,1977-HOR,Retired
"KGC",Member,Swan,WA,1946-HOR,1946-09-28,1949-12-10,1949-HOR,Moved at Redistribution (to Canning)
"KNU",Senator,Victoria,VIC,1956-CASUAL1-VIC,1956-08-28,1965-06-30,1964-SEN,Defeated
"KGG",Member,Fawkner,VIC,1913-HOR,1913-05-31,1917-05-05,1917-HOR,Defeated
"232369",Senator,Western Australia,WA,1946-SEN,1947-07-01,1951-04-28,1951-SEN,Defeated
"ECV",Member,Werriwa,NSW,2005-BY1-WERRIWA,2005-03-19,2010-08-21,2010-HOR,Moved at Redistribution (to Fowler)
"AH4",Member,Riverina-Darling,NSW,1984-HOR,1984-12-01,1993-03-13,1993-HOR,Abolished at Redistribution (to Riverina)
"KHE",Senator,Queensland,QLD,1901-SEN2,1901-03-30,1906-12-31,1906-SEN,Defeated
"00ATA",Member,Petrie,QLD,1974-HOR,1974-05-18,1983-03-05,1983-HOR,Defeated
"KHI",Member,South Australia (HoR),SA,1901-HOR2,1901-03-30,1903-12-16,1903-HOR,Abolished at Redistribution (to Wakefield)
"DH4",Member,Macarthur,NSW,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Moved at Redistribution (to Throsby)
"KHL",Member,Flinders,VIC,1929-HOR,1929-10-12,1931-12-19,1931-HOR,Moved to Melbourne Ports
"009MC",Member,Fawkner,VIC,1935-BY2-FAWKNER,1935-08-17,1949-12-10,1949-HOR,Moved at Redistribution (to Higgins)
"UU5",Member,Paterson,NSW,1993-HOR,1993-03-13,1996-03-02,1996-HOR,Defeated
"0095J",Member,Fawkner,VIC,1955-HOR,1955-12-10,1969-10-25,1969-HOR,Abolished at Redistribution (to Casey)
"DQC",Member,North Sydney,NSW,1922-HOR,1922-12-16,1949-12-10,1949-HOR,Moved at Redistribution (to Bradfield)
"IIS",Member,Parkes,NSW,1963-HOR,1963-11-30,1969-10-25,1969-HOR,Abolished at Redistribution (to Berowra)
"KIF",Member,Petrie,QLD,1949-HOR,1949-12-10,1961-12-09,1961-HOR,Defeated
"KIX",Member,Indi,VIC,1931-HOR,1931-12-19,1937-10-23,1937-HOR,Moved at Redistribution (to Deakin)
"00AN2",Member,Hasluck,WA,2001-HOR,2001-11-10,2004-10-09,2004-HOR,Defeated
"KK7",Member,South Sydney,NSW,1931-HOR,1931-12-19,1934-09-15,1934-HOR,Abolished at Redistribution (to Watson)
"KKD",Member,Grey,SA,1966-HOR,1966-11-26,1969-10-25,1969-HOR,Defeated
"K9M",Member,Hughes,NSW,1955-HOR,1955-12-10,1966-11-26,1966-HOR,Defeated
"E5D",Senator,Queensland,QLD,2004-SEN,2005-07-01,2013-08-08,2013-CASUAL2-QLD,Resigned
"MH4",Member,Bowman,QLD,1975-HOR,1975-12-13,1983-03-05,1983-HOR,Defeated
"KE4",Member,Bendigo,VIC,1929-HOR,1929-10-12,1931-12-19,1931-HOR,Defeated
"GK6",Member,Lindsay,NSW,1996-HOR,1996-03-02,1996-09-11,1996-BY2-LINDSAY,Voided
"KEI",Member,Bowman,QLD,1969-HOR,1969-10-25,1975-12-13,1975-HOR,Defeated
"QH4",Member,Macarthur,NSW,1972-HOR,1972-12-02,1975-12-13,1975-HOR,Defeated
"XW4",Senator,Queensland,QLD,1990-SEN,1990-07-01,1997-10-15,1997-CASUAL6-QLD,Resigned
"KEW",Member,South Australia (HoR),SA,1901-HOR2,1901-03-30,1903-12-16,1903-HOR,Abolished at Redistribution (to Adelaide)
"JG4",Member,La Trobe,VIC,1972-HOR,1972-12-02,1975-12-13,1975-HOR,Defeated
"LG4",Member,Fisher,QLD,1987-HOR,1987-07-11,1993-03-13,1993-HOR,Moved at Redistribution (to Dickson)
"L07",Member,Werriwa,NSW,1919-HOR,1919-12-13,1931-12-19,1931-HOR,Defeated
"KR9",Member,Indi,VIC,1917-HOR,1917-05-05,1919-12-13,1919-HOR,Defeated
"L0X",Member,Forrest,WA,1943-HOR,1943-08-21,1949-12-10,1949-HOR,Defeated
"L19",Member,Moore,WA,1949-HOR,1949-12-10,1958-11-22,1958-HOR,Defeated
"KIE",Member,Darwin,TAS,1951-HOR,1951-04-28,1955-12-10,1955-HOR,Abolished at Redistribution (to Braddon)
"KS9",Senator,Queensland,QLD,1928-CASUAL3-QLD,1928-08-01,1928-11-16,1928-SEN,Expired Defeated
"CX5",Senator,New South Wales,NSW,1993-SEN,1993-07-01,1999-06-30,1998-SEN,Defeated
"KKU",Member,Wannon,VIC,1949-HOR,1949-12-10,1951-04-28,1951-HOR,Defeated
"6I4",Member,Balaclava,VIC,1974-HOR,1974-05-18,1984-12-01,1984-HOR,Abolished at Redistribution (to Goldstein)
"KLB",Member,Kalgoorlie,WA,1913-BY1-KALGOORLIE,1913-12-22,1917-05-05,1917-HOR,Defeated
"KLL",Member,Sturt,SA,1954-HOR,1954-05-29,1955-12-10,1955-HOR,Moved at Redistribution (to Bonython)
"KMM",Member,Corangamite,VIC,1901-HOR1,1901-03-29,1903-11-23,1903-HOR,Retired
"E07",Member,Greenway,NSW,2004-HOR,2004-10-09,2010-08-21,2010-HOR,Moved at Redistribution (to Macquarie)
"KMW",Member,Parkes,NSW,1919-HOR,1919-12-13,1929-10-12,1929-HOR,Defeated
"KSN",Senator,Tasmania,TAS,1953-CASUAL1-TAS,1953-03-03,1953-05-08,1953-SEN,expired re-elected
"8I4",Member,Macarthur,NSW,1984-HOR,1984-12-01,1993-03-13,1993-HOR,Moved at Redistribution (to Cunningham)
"KNA",Member,Swan,WA,1975-HOR,1975-12-13,1980-10-18,1980-HOR,Defeated
"KNC",Senator,Western Australia,WA,1936-CASUAL1-WA,1936-08-19,1937-10-22,1937-SEN,Expired Defeated
"KNF",Senator,New South Wales,NSW,1923-CASUAL2-NSW,1923-10-17,1925-11-13,1925-SEN,expired re-elected
"KSS",Senator,South Australia,SA,1944-CASUAL1-SA,1944-10-10,1946-09-27,1946-SEN,Expired Defeated
"KNJ",Member,Melbourne Ports,VIC,1901-HOR1,1901-03-29,1906-12-12,1906-HOR,Moved at Redistribution (to Maribyrnong)
"KOL",Senator,South Australia,SA,1937-CASUAL2-SA,1937-10-21,1944-06-30,1943-SEN,Defeated
"KQ4",Member,Echuca,VIC,1901-HOR1,1901-03-29,1906-11-05,1906-HOR,Retired
"KTD",Senator,New South Wales,NSW,1910-SEN,1910-07-01,1920-06-30,1919-SEN,Defeated
"009MB",Member,Indi,VIC,1937-HOR,1937-10-23,1949-12-10,1949-HOR,Moved at Redistribution (to Murray)
"WH4",Senator,Victoria,VIC,1987-SEN,1987-07-11,1990-06-30,1990-SEN,Defeated
"KRD",Member,Ballaarat (now Ballarat),VIC,1913-HOR,1913-05-31,1919-12-13,1919-HOR,Defeated
"ZH4",Member,Phillip,NSW,1983-HOR,1983-03-05,1993-03-13,1993-HOR,Abolished at Redistribution (to Grayndler)
"KUA",Senator,South Australia,SA,1934-SEN,1935-07-01,1947-06-30,1946-SEN,Defeated
"4I4",Member,Grayndler,NSW,1979-BY1-GRAYNDLER,1979-06-23,1993-03-13,1993-HOR,Moved at Redistribution (to Watson)
"KSD",Member,Wannon,VIC,1940-HOR,1940-09-21,1949-12-10,1949-HOR,Defeated
"KUD",Senator,Victoria,VIC,1955-SEN,1956-07-01,1962-06-30,1961-SEN,Defeated
"5I4",Member,Canberra,ACT,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Moved at Redistribution (to Fraser)
"JT7",Member,Wannon,VIC,1922-HOR,1922-12-16,1925-11-14,1925-HOR,Defeated
"JUS",Member,Darling Downs,QLD,1972-HOR,1972-12-02,1984-12-01,1984-HOR,Abolished at Redistribution (to Groom)
"JUV",Member,Franklin,TAS,1903-HOR,1903-12-16,1922-12-16,1922-HOR,Defeated
"L4X",Member,Indi,VIC,1914-HOR,1914-09-05,1917-05-05,1917-HOR,Defeated
"JVA",Member,Reid,NSW,1940-HOR,1940-09-21,1946-09-28,1946-HOR,Defeated
"009DB",Member,St George,NSW,1969-HOR,1969-10-25,1975-12-13,1975-HOR,Defeated
"KVD",Senator,Tasmania,TAS,1903-SEN,1904-01-01,1910-06-30,1910-SEN,Defeated
"83D",Member,Lowe,NSW,1998-HOR,1998-10-03,2010-08-21,2010-HOR,Abolished at Redistribution (to Reid)
"B36",Senator,New South Wales,NSW,1994-CASUAL2-NSW,1994-03-08,1998-09-03,1998-CASUAL2-NSW,Resigned
"JXJ",Senator,Western Australia,WA,1906-SEN,1907-01-01,1920-06-30,1919-SEN,Defeated
"K4Y",Member,Herbert,Qld,1925-HOR,1925-11-14,1928-11-17,1928-HOR,Defeated
"00AN3",Member,Burke ii,VIC,2001-HOR,2001-11-10,2004-10-09,2004-HOR,Abolished at Redistribution (to Gorton)
"K58",Member,Martin,NSW,1949-HOR,1949-12-10,1955-12-10,1955-HOR,Abolished at Redistribution (to Dalley)
"JZ9",Senator,Tasmania,TAS,1910-SEN,1910-07-01,1920-06-30,1919-SEN,Defeated
"JZC",Senator,South Australia,SA,1913-SEN,1913-07-01,1920-06-30,1919-SEN,Defeated
"K5D",Member,Tasmania (HoR),TAS,1901-HOR1,1901-03-29,1903-12-16,1903-HOR,Abolished at Redistribution (to Darwin)
"140651",Senator,New South Wales,NSW,2013-CASUAL5-NSW,2013-11-13,2014-06-30,2013-SEN,expired
"JZU",Senator,New South Wales,NSW,1958-CASUAL1-NSW,1958-07-30,1958-11-21,1958-SEN,expired re-elected
"KXN",Member,Corio,VIC,1910-HOR,1910-04-13,1913-05-31,1913-HOR,Defeated
"KXP",Member,Echuca,VIC,1906-HOR,1906-12-12,1907-06-10,1907-BY1-ECHUCA,Voided
"KXY",Member,Eden-Monaro,NSW,1926-BY1-EDEN-MONARO,1926-03-06,1929-10-12,1929-HOR,Defeated
"KXZ",Member,Burke i,VIC,1949-HOR,1949-12-10,1955-12-10,1955-HOR,Abolished at Redistribution (to Scullin)
"K0S",Senator,Victoria,VIC,1917-SEN,1917-07-01,1923-06-30,1922-SEN,Defeated
"KYC",Member,Ballaarat (now Ballarat),VIC,1937-HOR,1937-10-23,1949-12-10,1949-HOR,Moved at Redistribution (to Lalor)
"KYD",Member,South Australia (HoR),SA,1901-HOR2,1901-03-30,1903-12-16,1903-HOR,Abolished at Redistribution (to Grey)
"K1J",Member,Parramatta,NSW,1921-BY3-PARRAMATTA,1921-12-10,1922-12-16,1922-HOR,Moved at Redistribution (to Martin)
"KYI",Member,Swan,WA,1919-HOR,1919-12-13,1922-12-16,1922-HOR,Moved at Redistribution (to Forrest)
"TI4",Senator,New South Wales,NSW,1978-CASUAL1-NSW,1978-07-26,1981-06-30,1980-SEN,Defeated
"K1Z",Senator,New South Wales,NSW,1910-SEN,1910-07-01,1914-09-05,1914-SEN,Defeated
"PK6",Member,Swan,WA,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Defeated
"K2A",Member,Bendigo,VIC,1937-HOR,1937-10-23,1949-10-31,1949-HOR,Retired
"F4P",Member,East Sydney,NSW,1901-HOR1,1901-03-29,1903-08-18,1903-BY1-EASTSYDNEY,Resigned
"WI4",Member,Flinders,VIC,1982-BY2-FLINDERS,1982-12-04,1983-03-05,1983-HOR,Defeated
"KYS",Member,Barton,NSW,1958-HOR,1958-11-22,1966-11-26,1966-HOR,Defeated
"YI4",Member,Cowper,NSW,1963-HOR,1963-11-30,1984-12-01,1984-HOR,Moved at Redistribution (to Page)
"ZI4",Senator,Western Australia,WA,1977-SEN,1978-07-01,1981-02-10,1981-CASUAL2-WA,Resigned
"KZT",Member,Wannon,VIC,1913-HOR,1913-05-31,1922-12-16,1922-HOR,Defeated
"XT4",Member,Ballarat (was Ballaarat),VIC,1990-HOR,1990-03-24,2001-10-08,2001-HOR,Retired
"0J4",Member,Dundas,NSW,1977-HOR,1977-12-10,1993-03-13,1993-HOR,Abolished at Redistribution (to Berowra)
"L0I",Member,North Sydney,NSW,1911-BY2-NORTHSYDNEY,1911-03-11,1922-12-16,1922-HOR,Moved at Redistribution (to Warringah)
"L0K",Member,Laanecoorie,VIC,1901-HOR1,1901-03-29,1913-04-23,1913-HOR,Abolished at Redistribution (Retired)
"K3L",Senator,Tasmania,TAS,1925-SEN,1925-11-14,1938-06-30,1937-SEN,Defeated
"K4S",Senator,Victoria,VIC,1946-SEN,1947-07-01,1956-06-30,1955-SEN,Defeated
"2J4",Member,Deakin,VIC,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Moved at Redistribution (to Aston)
"6J4",Member,Bowman,QLD,1987-HOR,1987-07-11,1996-03-02,1996-HOR,Defeated
"K5H",Senator,New South Wales,NSW,1970-CASUAL1-NSW,1970-08-06,1970-11-20,1970-SEN,Expired Retired
"F4Q",Member,Corangamite,VIC,1910-HOR,1910-04-13,1913-05-31,1913-HOR,Defeated
"9J4",Member,Tangney,WA,1977-HOR,1977-12-10,1983-03-05,1983-HOR,Defeated
"K5V",Senator,South Australia,SA,1912-CASUAL1-SA,1912-07-31,1913-06-30,1913-SEN,Expired Defeated
"AJ4",Member,Gilmore,NSW,1984-HOR,1984-12-01,1993-03-13,1993-HOR,Moved at Redistribution (to Hume)
